omr	lok	lat	lon
52	34	64.25	-24.5
52	35	64.25	-23.5
52	36	64.25	-22.5
52	37	64.25	-22
52	38	64.75	-26.5
52	39	64.75	-25.5
52	40	64.75	-24.5
52	41	64.75	-23.5
52	42	64.75	-22.5
53	1	65.25	-26.5
53	2	65.25	-25.5
53	3	65.25	-24.5
53	4	65.25	-23
53	4	65.25	-23
53	5	65.75	-26.5
53	6	65.75	-25.5
53	7	65.75	-24.5
53	8	66.25	-26.5
53	9	66.25	-25.5
53	10	66.25	-24.5
53	11	66.25	-23.5
53	12	66.75	-26.5
53	13	66.75	-25.5
53	14	66.75	-24.5
53	15	66.75	-23.5
53	16	67.25	-26.5
53	17	67.25	-25.5
53	18	67.25	-24.5
53	19	67.25	-23.5
53	20	67.75	-26.5
53	21	67.75	-25.5
53	22	67.75	-24.5
53	23	67.75	-23.5
54	1	65.75	-20.5
54	2	66	-22.5
54	3	66.25	-21.5
54	4	66.25	-20.5
54	5	66.75	-22.5
54	6	66.75	-21.5
54	7	66.75	-20.5
54	8	67.25	-22.5
54	9	67.25	-21.5
54	10	67.25	-20.5
54	11	67.75	-22.5
54	12	67.75	-21.5
54	13	67.75	-20.5
55	1	66.25	-19.5
55	2	66.25	-18.5
55	3	66.25	-17.5
55	4	66.75	-19.5
55	5	66.75	-18.5
55	6	66.75	-17.5
55	7	67.25	-19.5
55	8	67.25	-18.5
55	9	67.25	-17.5
55	10	67.75	-19.5
55	11	67.75	-18.5
55	12	67.75	-17.5
56	1	66.25	-16.5
56	2	66.25	-15.5
56	3	66.75	-16.5
56	4	66.75	-15.5
56	5	66.75	-14.5
56	6	66.75	-13.5
56	7	66.75	-12.5
56	8	66.75	-11.5
56	9	67.25	-16.5
56	10	67.25	-15.5
56	11	67.25	-14.5
56	12	67.25	-13.5
56	13	67.25	-12.5
56	14	67.25	-11.5
56	15	67.75	-16.5
56	16	67.75	-15.5
56	17	67.75	-14.5
56	18	67.75	-13.5
56	19	67.75	-12.5
56	20	67.75	-11.5
57	1	60.25	-14.5
57	2	60.25	-13.5
57	3	60.25	-12.5
57	4	60.25	-11.5
57	5	60.25	-10.5
57	6	60.25	-7.5
57	7	60.75	-14.5
57	8	60.75	-13.5
57	9	60.75	-12.5
57	10	60.75	-11.5
57	11	60.75	-10.5
57	12	60.75	-7.5
57	13	61.25	-14.5
57	14	61.25	-13.5
57	15	61.25	-12.5
57	16	61.25	-11.5
57	17	61.25	-10.5
57	18	61.25	-7.5
57	19	61.75	-14.5
57	20	61.75	-13.5
57	21	61.75	-12.5
57	22	61.75	-11.5
57	23	61.75	-10.5
57	24	61.75	-9.5
57	25	61.75	-8.5
57	26	61.75	-7.5
57	27	62.25	-14.5
57	28	62.25	-13.5
57	29	62.25	-12.5
57	30	62.25	-11.5
57	31	62.25	-10.5
57	32	62.25	-9.5
57	33	62.25	-8.5
57	34	62.25	-7.5
57	35	62.75	-14.5
57	36	62.75	-13.5
57	37	62.75	-12.5
57	38	62.75	-11.5
57	39	62.75	-10.5
57	40	62.75	-9.5
57	41	62.75	-8.5
57	42	62.75	-7.5
58	1	60.25	-9.5
58	2	60.25	-8.5
58	3	60.75	-9.5
58	4	60.75	-8.5
58	5	61.25	-9.5
58	6	61.25	-8.5
59	1	64.5	-14
59	2	64.75	-13.5
59	3	64.75	-12.5
59	4	64.75	-11.5
59	5	65.25	-13.5
59	6	65.25	-12.5
59	7	65.25	-11.5
59	8	65.75	-14.5
59	9	65.75	-13.5
59	10	65.75	-12.5
59	11	65.75	-11.5
59	12	66.25	-14.5
59	13	66.25	-13.5
59	14	66.25	-12.5
59	15	66.25	-11.5
60	1	59.25	-43.5
60	2	59.25	-42.5
60	3	59.25	-41.5
60	4	59.25	-40.5
60	5	59.25	-39.5
60	6	59.25	-38.5
60	7	59.25	-37.5
60	8	59.25	-36.5
60	9	59.25	-35.5
60	10	59.25	-34.5
60	11	59.25	-33.5
60	12	59.5	-32
60	12	59.5	-32
60	12	59.5	-32
60	12	59.5	-32
60	13	59.5	-30
60	13	59.5	-30
60	13	59.5	-30
60	13	59.5	-30
60	14	59.5	-28
60	14	59.5	-28
60	14	59.5	-28
60	14	59.5	-28
60	15	59.75	-43
60	16	59.75	-41.5
60	17	59.75	-40.5
60	18	59.75	-39.5
60	19	59.75	-38.5
60	20	59.75	-37.5
60	21	59.75	-36.5
60	22	59.75	-35.5
60	23	59.75	-34.5
60	24	59.75	-33.5
60	25	60.25	-41.5
60	26	60.25	-40.5
60	27	60.25	-39.5
60	28	60.25	-38.5
60	29	60.25	-37.5
60	30	60.25	-36.5
60	31	60.25	-35.5
60	32	60.25	-34.5
60	33	60.25	-33.5
60	34	60.5	-32
60	34	60.5	-32
60	34	60.5	-32
60	34	60.5	-32
60	35	60.5	-30
60	35	60.5	-30
60	35	60.5	-30
60	35	60.5	-30
60	36	60.5	-28
60	36	60.5	-28
60	36	60.5	-28
60	36	60.5	-28
60	37	60.75	-41.5
60	38	60.75	-40.5
60	39	60.75	-39.5
60	40	60.75	-38.5
60	41	60.75	-37.5
60	42	60.75	-36.5
60	43	60.75	-35.5
60	44	60.75	-34.5
60	45	60.75	-33.5
60	46	61.25	-41.5
60	47	61.25	-40.5
60	48	61.25	-39.5
60	49	61.25	-38.5
60	50	61.25	-37.5
60	51	61.25	-36.5
60	52	61.25	-35.5
60	53	61.25	-34.5
60	54	61.25	-33.5
60	55	61.25	-32.5
60	56	61.25	-31.5
60	57	61.5	-30
60	57	61.5	-30
60	57	61.5	-30
60	57	61.5	-30
60	58	61.5	-28
60	58	61.5	-28
60	58	61.5	-28
60	58	61.5	-28
60	59	61.75	-41.5
60	60	61.75	-40.5
60	61	61.75	-39.5
60	62	61.75	-38.5
60	63	61.75	-37.5
60	64	61.75	-36.5
60	65	61.75	-35.5
60	66	61.75	-34.5
60	67	61.75	-33.5
60	68	61.75	-32.5
60	69	61.75	-31.5
60	70	62.25	-41.5
60	71	62.25	-40.5
60	72	62.25	-39.5
60	73	62.25	-38.5
60	74	62.25	-37.5
60	75	62.25	-36.5
60	76	62.25	-35.5
60	77	62.25	-34.5
60	78	62.25	-33.5
60	79	62.25	-32.5
60	80	62.25	-31.5
60	81	62.25	-30.5
60	82	62.25	-29.5
60	83	62.25	-28.5
60	84	62.25	-27.5
60	85	62.75	-41.5
60	86	62.75	-40.5
60	87	62.75	-39.5
60	88	62.75	-38.5
60	89	62.75	-37.5
60	90	62.75	-36.5
60	91	62.75	-35.5
60	92	62.75	-34.5
60	93	62.75	-33.5
60	94	62.75	-32.5
60	95	62.75	-31.5
60	96	62.75	-30.5
60	97	62.75	-29.5
60	98	62.75	-28.5
60	99	62.75	-27.5
61	1	63.25	-41
61	1	63.25	-41
61	2	63.25	-39.5
61	3	63.25	-38.5
61	4	63.25	-37.5
61	5	63.25	-36.5
61	6	63.25	-35.5
61	7	63.25	-34.5
61	8	63.25	-33.5
61	9	63.25	-32.5
61	10	63.25	-31.5
61	11	63.25	-30.5
61	12	63.25	-29.5
61	13	63.25	-28.5
61	14	63.25	-27.5
61	15	63.75	-40.5
61	15	63.75	-40.5
61	15	63.75	-40.5
61	16	63.75	-38.5
61	17	63.75	-37.5
61	18	63.75	-36.5
61	19	63.75	-35.5
61	20	63.75	-34.5
61	21	63.75	-33.5
61	22	63.75	-32.5
61	23	63.75	-31.5
61	24	63.75	-30.5
61	25	63.75	-29.5
61	26	63.75	-28.5
61	27	63.75	-27.5
61	28	64.25	-40.5
61	28	64.25	-40.5
61	28	64.25	-40.5
61	29	64.25	-38.5
61	30	64.25	-37.5
61	31	64.25	-36.5
61	32	64.25	-35.5
61	33	64.25	-34.5
61	34	64.25	-33.5
61	35	64.25	-32.5
61	36	64.25	-31.5
61	37	64.25	-30.5
61	38	64.25	-29.5
61	39	64.25	-28.5
61	40	64.25	-27.5
61	41	64.75	-39.5
61	41	64.75	-39.5
61	42	64.75	-38.5
61	43	64.75	-37.5
61	44	64.75	-36.5
61	45	64.75	-35.5
61	46	64.75	-34.5
61	47	64.75	-33.5
61	48	64.75	-32.5
61	49	64.75	-31.5
61	50	64.75	-30.5
61	51	64.75	-29.5
61	52	64.75	-28.5
61	53	64.75	-27.5
61	54	65.25	-38.5
61	54	65.25	-38.5
61	55	65.25	-37.5
61	56	65.25	-36.5
61	57	65.25	-35.5
61	58	65.25	-34.5
61	59	65.25	-33.5
61	60	65.25	-32.5
61	61	65.25	-31.5
61	62	65.25	-30.5
61	63	65.25	-29.5
61	64	65.25	-28.5
61	65	65.25	-27.5
61	66	65.75	-36.5
61	67	65.75	-35.5
61	68	65.75	-34.5
61	69	65.75	-33.5
61	70	65.75	-32.5
61	71	65.75	-31.5
61	72	65.75	-30.5
61	73	65.75	-29.5
61	74	65.75	-28.5
61	75	65.75	-27.5
61	76	66.25	-34.5
61	76	66.25	-34.5
61	77	66.25	-32.5
61	78	66.25	-31.5
61	79	66.25	-30.5
61	80	66.25	-29.5
61	81	66.25	-28.5
61	82	66.25	-27.5
61	83	66.75	-33
61	83	66.75	-33
61	84	66.75	-31.5
61	85	66.75	-30.5
61	86	66.75	-29.5
61	87	66.75	-28.5
61	88	66.75	-27.5
61	89	67.25	-32.5
61	90	67.25	-31.5
61	91	67.25	-30.5
61	92	67.25	-29.5
61	93	67.25	-28.5
61	94	67.25	-27.5
61	95	67.75	-31.5
61	96	67.75	-30.5
61	97	67.75	-29.5
61	98	67.75	-28.5
61	99	67.75	-27.5
62	1	68.5	-27
62	1	68.5	-27
62	1	68.5	-27
62	1	68.5	-27
62	1	68.5	-27
62	2	68.5	-24
62	2	68.5	-24
62	2	68.5	-24
62	2	68.5	-24
62	3	68.25	-22.5
62	4	68.25	-21.5
62	5	68.25	-20.5
62	6	68.25	-19.5
62	7	68.25	-18.5
62	8	68.25	-17.5
62	9	68.25	-16.5
62	10	68.25	-15.5
62	11	68.25	-14.5
62	12	68.25	-13.5
62	13	68.25	-12.5
62	14	68.25	-11.5
62	15	68.75	-22.5
62	16	68.75	-21.5
62	17	68.75	-20.5
62	18	68.75	-19.5
62	19	68.75	-18.5
62	20	68.75	-17.5
62	21	68.75	-16.5
62	22	68.75	-15.5
62	23	68.75	-14.5
62	24	68.75	-13.5
62	25	68.75	-12.5
62	26	68.75	-11.5
62	27	69.25	-21.5
62	28	69.25	-20.5
62	29	69.25	-19.5
62	30	69.25	-18.5
62	31	69.25	-17.5
62	32	69.25	-16.5
62	33	69.25	-15.5
62	34	69.25	-14.5
62	35	69.25	-13.5
62	36	69.25	-12.5
62	37	69.25	-11.5
62	38	69.75	-20.5
62	39	69.75	-19.5
62	40	69.75	-18.5
62	41	69.75	-17.5
62	42	69.75	-16.5
62	43	69.75	-15.5
62	44	69.75	-14.5
62	45	69.75	-13.5
62	46	69.75	-12.5
62	47	69.75	-11.5
62	48	71.25	-20.5
62	49	70.5	-20
62	49	70.5	-20
62	49	70.5	-20
62	49	70.5	-20
62	50	70.25	-18.5
62	51	70.25	-17.5
62	52	70.25	-16.5
62	53	70.25	-15.5
62	54	70.25	-14.5
62	55	70.25	-13.5
62	56	70.25	-12.5
62	57	70.25	-11.5
62	58	70.75	-18.5
62	59	70.75	-17.5
62	60	70.75	-16.5
62	61	70.75	-15.5
62	62	70.75	-14.5
62	63	70.75	-13.5
62	64	70.75	-12.5
62	65	70.75	-11.5
62	66	71.5	-19
62	66	71.5	-19
62	66	71.5	-19
62	66	71.5	-19
62	67	71.25	-17.5
62	68	71.25	-16.5
62	69	71.25	-15.5
62	70	71.25	-14.5
62	71	71.25	-13.5
62	72	71.25	-12.5
62	73	71.25	-11.5
62	74	71.75	-17.5
62	75	71.75	-16.5
62	76	71.75	-15.5
62	77	71.75	-14.5
62	78	71.75	-13.5
62	79	71.75	-12.5
62	80	71.75	-11.5
62	81	72.5	-19
62	81	72.5	-19
62	81	72.5	-19
62	81	72.5	-19
62	82	72.5	-17.5
62	83	72.5	-16.5
62	84	72.5	-15.5
62	85	72.5	-14.5
62	86	72.5	-13.5
62	87	72.5	-12.5
62	88	72.5	-11.5
62	89	72.75	-17.5
62	90	72.75	-16.5
62	91	72.75	-15.5
62	92	72.75	-14.5
62	93	72.75	-13.5
62	94	72.75	-12.5
62	95	72.75	-11.5
62	96	73.5	-18
62	96	73.5	-18
62	96	73.5	-18
62	96	73.5	-18
62	97	73.5	-16
62	97	73.5	-16
62	97	73.5	-16
62	97	73.5	-16
62	98	73.5	-14
62	98	73.5	-14
62	98	73.5	-14
62	98	73.5	-14
62	99	73.5	-12
62	99	73.5	-12
62	99	73.5	-12
62	99	73.5	-12
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	1	51.5	-37
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	2	50.5	-25
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	3	55	-30
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	4	55	-26
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	5	55	-21
70	6	55.5	-42
70	6	55.5	-42
70	6	55.5	-42
70	6	55.5	-42
70	7	55.5	-39
70	7	55.5	-39
70	7	55.5	-39
70	7	55.5	-39
70	8	55.5	-37
70	8	55.5	-37
70	8	55.5	-37
70	8	55.5	-37
70	9	55.5	-35
70	9	55.5	-35
70	9	55.5	-35
70	9	55.5	-35
70	10	55.5	-33
70	10	55.5	-33
70	10	55.5	-33
70	10	55.5	-33
70	11	56.5	-41
70	11	56.5	-41
70	11	56.5	-41
70	11	56.5	-41
70	12	56.5	-39
70	12	56.5	-39
70	12	56.5	-39
70	12	56.5	-39
70	13	56.5	-37
70	13	56.5	-37
70	13	56.5	-37
70	13	56.5	-37
70	14	56.5	-35
70	14	56.5	-35
70	14	56.5	-35
70	14	56.5	-35
70	15	56.5	-33
70	15	56.5	-33
70	15	56.5	-33
70	15	56.5	-33
70	16	57.5	-41
70	16	57.5	-41
70	16	57.5	-41
70	16	57.5	-41
70	17	57.5	-39
70	17	57.5	-39
70	17	57.5	-39
70	17	57.5	-39
70	18	57.5	-37
70	18	57.5	-37
70	18	57.5	-37
70	18	57.5	-37
70	19	57.5	-35
70	19	57.5	-35
70	19	57.5	-35
70	19	57.5	-35
70	20	57.5	-33
70	20	57.5	-33
70	20	57.5	-33
70	20	57.5	-33
70	21	57.5	-31
70	21	57.5	-31
70	21	57.5	-31
70	21	57.5	-31
70	22	57.5	-29
70	22	57.5	-29
70	22	57.5	-29
70	22	57.5	-29
70	23	57.5	-27
70	23	57.5	-27
70	23	57.5	-27
70	23	57.5	-27
70	24	58.5	-41
70	24	58.5	-41
70	24	58.5	-41
70	24	58.5	-41
70	25	58.5	-39
70	25	58.5	-39
70	25	58.5	-39
70	25	58.5	-39
70	26	58.5	-37
70	26	58.5	-37
70	26	58.5	-37
70	26	58.5	-37
70	27	58.5	-35
70	27	58.5	-35
70	27	58.5	-35
70	27	58.5	-35
70	28	58.5	-33
70	28	58.5	-33
70	28	58.5	-33
70	28	58.5	-33
70	29	58.5	-31
70	29	58.5	-31
70	29	58.5	-31
70	29	58.5	-31
70	30	58.5	-29
70	30	58.5	-29
70	30	58.5	-29
70	30	58.5	-29
70	31	58.5	-27
70	31	58.5	-27
70	31	58.5	-27
70	31	58.5	-27
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	32	58	-24
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	33	58	-20
70	34	59.25	-26.5
70	35	59.25	-25.5
70	36	59.25	-24.5
70	37	59.25	-23.5
70	38	59.25	-22.5
70	39	59.25	-21.5
70	40	59.25	-20.5
70	41	59.25	-19.5
70	42	59.25	-18.5
70	43	59.75	-26.5
70	44	59.75	-25.5
70	45	59.75	-24.5
70	46	59.75	-23.5
70	47	59.75	-22.5
70	48	59.75	-21.5
70	49	59.75	-20.5
70	50	59.75	-19.5
70	51	59.75	-18.5
70	52	60.25	-26.5
70	53	60.25	-25.5
70	54	60.25	-24.5
70	55	60.25	-23.5
70	56	60.25	-22.5
70	57	60.25	-21.5
70	58	60.25	-20.5
70	59	60.25	-19.5
70	60	60.25	-18.5
70	61	60.25	-17.5
70	62	60.25	-16.5
70	63	60.25	-15.5
70	64	60.75	-26.5
70	65	60.75	-25.5
70	66	60.75	-24.5
70	67	60.75	-23.5
70	68	60.75	-22.5
70	69	60.75	-21.5
70	70	60.75	-20.5
70	71	60.75	-19.5
70	72	60.75	-18.5
70	73	60.75	-17.5
70	74	60.75	-16.5
70	75	60.75	-15.5
70	76	61.25	-26.5
70	77	61.25	-25.5
70	78	61.25	-24.5
70	79	61.25	-23.5
70	80	61.25	-22.5
70	81	61.25	-21.5
70	82	61.25	-20.5
70	83	61.25	-19.5
70	84	61.25	-18.5
70	85	61.25	-17.5
70	86	61.25	-16.5
70	87	61.25	-15.5
70	88	61.75	-26.5
70	89	61.75	-25.5
70	90	61.75	-24.5
70	91	61.75	-23.5
70	92	61.75	-22.5
70	93	61.75	-21.5
70	94	61.75	-20.5
70	95	61.75	-19.5
70	96	61.75	-18.5
70	97	61.75	-17.5
70	98	61.75	-16.5
70	99	61.75	-15.5
